变更日期,证券代码,证券简称,变更前全称,变更后全称
2006-06-01,000690,宝新能源,广东宝丽华实业股份有限公司,广东宝丽华新能源股份有限公司
2006-06-08,000951,中国重汽,中国重型汽车集团济南卡车股份有限公司,中国重汽集团济南卡车股份有限公司
2006-06-08,000950,重药控股,重庆民丰农化股份有限公司,重庆建峰化工股份有限公司
2006-06-15,000738,航发控制,南方摩托股份有限公司,南方宇航科技股份有限公司
2006-06-21,000607,华媒控股,重庆华立控股股份有限公司,重庆华立药业股份有限公司
2006-07-12,000520,凤凰航运,中国石化武汉凤凰股份有限公司,长航凤凰股份有限公司
2006-07-21,000658,ST 海 洋,厦门海洋实业(集团)股份有限公司,厦门海洋实业（集团）股份有限公司
2006-07-24,000627,*ST天茂,湖北百科药业股份有限公司,天茂实业集团股份有限公司
2006-08-07,000928,中钢国际,吉林炭素股份有限公司,中钢集团吉林炭素股份有限公司
2006-09-12,000594,国恒退,内蒙古宏峰实业股份有限公司,天津宏峰实业股份有限公司
2006-10-09,000593,德龙汇能,四川宝光药业科技开发股份有限公司,四川大通燃气开发股份有限公司
2006-10-12,000409,云鼎科技,四通集团高科技股份有限公司,泰格生物技术股份有限公司
2006-10-30,000898,鞍钢股份,鞍钢新轧钢股份有限公司,鞍钢股份有限公司
2006-11-02,000628,高新发展,成都倍特发展集团股份有限公司,成都高新发展股份有限公司
2006-11-03,000793,ST华闻,海南民生燃气(集团)股份有限公司,华闻传媒投资股份有限公司
2006-11-07,000655,金岭矿业,山东淄博华光陶瓷股份有限公司,山东金岭矿业股份有限公司
2006-11-24,000068,华控赛格,深圳市赛格三星股份有限公司,深圳赛格三星股份有限公司
2007-01-05,002028,思源电气,上海思源电气股份有限公司,思源电气股份有限公司
2007-01-12,000753,漳州发展,福建闽南（漳州）经济发展股份有限公司,福建漳州发展股份有限公司
2007-01-12,000572,海马汽车,海南金盘实业股份有限公司,海马投资集团股份有限公司
2007-01-18,000887,中鼎股份,安徽飞彩车辆股份有限公司,安徽中鼎密封件股份有限公司
2007-01-22,002093,国脉科技,福建国脉科技股份有限公司,国脉科技股份有限公司
2007-01-30,000544,中原环保,白鸽(集团)股份有限公司,中原环保股份有限公司
2007-02-28,000609,*ST中迪,北京燕化高新技术股份有限公司,北京绵世投资集团股份有限公司
2007-03-20,000829,天音控股,江西赣南果业股份有限公司,天音通信控股股份有限公司
2007-04-03,000650,仁和药业,九江化纤股份有限公司,仁和药业股份有限公司
2007-04-05,002128,电投能源,霍林河露天煤业股份有限公司,内蒙古霍林河露天煤业股份有限公司
2007-04-10,000660,*ST 南华,广州南华西实业股份有限公司,广州汇集实业股份有限公司
2007-05-11,000862,银星能源,吴忠仪表股份有限公司,宁夏银星能源股份有限公司
2007-05-24,000780,ST平能,内蒙古草原兴发股份有限公司,内蒙古平庄能源股份有限公司
2007-06-04,000938,紫光股份,清华紫光股份有限公司,紫光股份有限公司
2007-07-02,000987,越秀资本,广州友谊商店股份有限公司,广州友谊集团股份有限公司
2007-07-11,000590,古汉医药,清华紫光古汉生物制药股份有限公司,紫光古汉集团股份有限公司
2007-07-13,002123,梦网科技,辽宁荣信电力电子股份有限公司,荣信电力电子股份有限公司
2007-07-16,000921,海信家电,广东科龙电器股份有限公司,海信科龙电器股份有限公司
2007-07-24,000965,天保基建,天津水泥股份有限公司,天津天保基建股份有限公司
2007-08-10,000610,*ST西旅,西安旅游(集团)股份有限公司,西安旅游股份有限公司
2007-08-16,000721,西安饮食,西安饮食服务(集团)股份有限公司,西安饮食股份有限公司
2007-08-27,000686,东北证券,锦州经济技术开发区六陆实业股份有限公司,东北证券股份有限公司
2007-08-28,002032,苏 泊 尔,浙江苏泊尔炊具股份有限公司,浙江苏泊尔股份有限公司
2007-09-06,000683,博源化工,内蒙古远兴天然碱股份有限公司,内蒙古远兴能源股份有限公司
2007-09-06,000815,美利云,宁夏美利纸业股份有限公司,中冶美利纸业股份有限公司
2007-09-20,000723,美锦能源,福州天宇电气股份有限公司,山西美锦能源股份有限公司
2007-09-26,200020,深华发Ｂ,深圳华发电子股份有限公司,深圳中恒华发股份有限公司
2007-09-26,000020,深华发Ａ,深圳华发电子股份有限公司,深圳中恒华发股份有限公司
2007-10-12,002104,恒宝股份,江苏恒宝股份有限公司,恒宝股份有限公司
2007-10-17,000150,*ST宜康,麦科特光电股份有限公司,宜华地产股份有限公司
2007-10-29,000728,国元证券,北京化二股份有限公司,国元证券股份有限公司
2007-11-20,000426,兴业银锡,赤峰大地基础产业股份有限公司,赤峰富龙热电股份有限公司
2007-11-21,000516,国际医学,西安解放集团股份有限公司,西安开元控股集团股份有限公司
2007-11-30,000043,中航善达,深圳市南光(集团)股份有限公司,深圳中航地产股份有限公司
2007-12-05,000838,*ST发展,蓝星石化科技股份有限公司,国兴融达地产股份有限公司
2007-12-20,000783,长江证券,石家庄炼油化工股份有限公司,长江证券股份有限公司
2007-12-26,000506,招金黄金,四川东泰产业(控股)股份有限公司,山东惠邦地产股份有限公司
2008-01-07,000982,中银绒业,宁夏圣雪绒股份有限公司,宁夏中银绒业股份有限公司
2008-01-16,000416,*ST民控,青岛健特生物投资股份有限公司,青岛华馨实业股份有限公司
2008-02-05,000578,盐湖集团,青海数码网络投资（集团）股份有限公司,青海盐湖工业集团股份有限公司
2008-02-05,000540,*ST中天,世纪中天投资股份有限公司,中天城投集团股份有限公司
2008-02-13,002095,生 意 宝,浙江网盛科技股份有限公司,浙江网盛生意宝股份有限公司
2008-02-19,000592,平潭发展,福建省昌源投资股份有限公司,福建中福实业股份有限公司
2008-02-20,002115,三维通信,浙江三维通信股份有限公司,三维通信股份有限公司
2008-02-20,000996,中期退,捷利实业股份有限公司,中国中期投资股份有限公司
2008-03-17,000605,渤海股份,四环药业股份有限公司,北方国际信托投资股份有限公司
2008-03-25,000594,国恒退,天津宏峰实业股份有限公司,天津国恒铁路控股股份有限公司
2008-04-09,000716,黑芝麻,广西南方控股股份有限公司,广西南方食品集团股份有限公司
2008-04-10,000605,渤海股份,北方国际信托投资股份有限公司,四环药业股份有限公司
2008-04-23,000403,派林生物,三九宜工生化股份有限公司,振兴集团股份有限公司
2008-04-25,000608,阳光股份,广西阳光股份有限公司,阳光新业地产股份有限公司
2008-05-09,002244,滨江集团,杭州滨江房地产集团股份有限公司,杭州滨江房产集团股份有限公司
2008-05-09,000050,深天马Ａ,深圳天马微电子股份有限公司,天马微电子股份有限公司
2008-05-19,000739,普洛药业,普洛康裕股份有限公司,普洛股份有限公司
2008-05-26,000691,亚太实业,海南寰岛实业股份有限公司,联合油脂实业股份有限公司
2008-06-02,000691,亚太实业,联合油脂实业股份有限公司,海南寰岛实业股份有限公司
2008-06-18,000885,城发环境,洛阳春都食品股份有限公司,河南同力水泥股份有限公司
2008-07-08,000691,亚太实业,海南寰岛实业股份有限公司,海南联合油脂科技发展股份有限公司
2008-07-24,000301,东方盛虹,吴江丝绸股份有限公司,江苏吴江中国东方丝绸市场股份有限公司
2008-07-29,000685,中山公用,中山公用科技股份有限公司,中山公用事业集团股份有限公司
2008-08-01,002063,远光软件,广东远光软件股份有限公司,远光软件股份有限公司
2008-08-08,000670,盈方微,天发石油股份有限公司,舜元地产发展股份有限公司
2008-08-08,002066,瑞泰科技,北京瑞泰高温材料科技股份有限公司,瑞泰科技股份有限公司
2008-08-20,002016,世荣兆业,广东威尔医学科技股份有限公司,广东世荣兆业股份有限公司
2008-09-19,000668,荣丰控股,中国石化武汉石油（集团）股份有限公司,荣丰控股集团股份有限公司
2008-09-26,000563,陕国投Ａ,陕西省国际信托投资股份有限公司,陕西省国际信托股份有限公司
2008-11-11,000416,*ST民控,青岛华馨实业股份有限公司,民生资本投资管理股份有限公司
2008-11-17,002163,海南发展,深圳市三鑫特种玻璃技术股份有限公司,中航三鑫股份有限公司
2008-11-27,000416,*ST民控,民生资本投资管理股份有限公司,青岛华馨实业股份有限公司
2008-12-30,000416,*ST民控,青岛华馨实业股份有限公司,民生投资管理股份有限公司
2009-01-05,002042,华孚时尚,安徽飞亚纺织发展股份有限公司,安徽华孚色纺股份有限公司
2009-01-19,000506,招金黄金,山东惠邦地产股份有限公司,山东中润投资控股集团股份有限公司
2009-02-05,000506,招金黄金,山东中润投资控股集团股份有限公司,山东惠邦地产股份有限公司
2009-02-19,000506,招金黄金,山东惠邦地产股份有限公司,山东中润投资控股集团股份有限公司
2009-03-20,002042,华孚时尚,安徽华孚色纺股份有限公司,华孚色纺股份有限公司
2009-03-24,002261,拓维信息,湖南拓维信息系统股份有限公司,拓维信息系统股份有限公司
2009-04-21,000631,顺发恒能,兰宝科技信息股份有限公司,顺发恒业股份公司
2009-04-21,002089,新海退,苏州工业园区新海宜电信发展股份有限公司,苏州新海宜通信科技股份有限公司
2009-04-24,000682,东方电子,烟台东方电子信息产业股份有限公司,东方电子股份有限公司
2009-04-28,002006,精工科技,浙江精工科技股份有限公司,浙江精功科技股份有限公司
2009-05-07,002065,东华软件,北京东华合创数码科技股份有限公司,东华合创软件股份有限公司
2009-05-12,000584,工智退,四川舒卡特种纤维股份有限公司,四川友利投资控股股份有限公司
2009-05-19,000880,潍柴重机,山东巨力股份有限公司,潍柴重机股份有限公司
2009-05-19,000830,鲁西化工,山东鲁西化工股份有限公司,鲁西化工集团股份有限公司
2009-05-19,000638,*ST万方,中国辽宁国际合作(集团)股份有限公司,万方地产股份有限公司
2009-05-21,000671,ST阳光城,福建阳光实业发展股份有限公司,阳光城集团股份有限公司
2009-05-27,200003,PT金田Ｂ,金田实业(集团)股份有限公司,金田实业（集团）股份有限公司
2009-05-27,000003,PT金田Ａ,金田实业(集团)股份有限公司,金田实业（集团）股份有限公司
2009-06-09,000517,荣安地产,成功信息产业（集团）股份有限公司,荣安地产股份有限公司
2009-06-11,000925,众合科技,浙江海纳科技股份有限公司,浙江众合机电股份有限公司
2009-06-15,002065,东华软件,东华合创软件股份有限公司,东华软件股份公司
2009-06-15,000509,华塑控股,同人华塑股份有限公司,华塑控股股份有限公司
2009-06-26,200160,东沣B退,承德帝贤针纺股份有限公司,承德大路股份有限公司
2009-06-30,000932,华菱钢铁,湖南华菱管线股份有限公司,湖南华菱钢铁股份有限公司
2009-06-30,000793,ST华闻,华闻传媒投资股份有限公司,华闻传媒投资集团股份有限公司
2009-06-30,000709,河钢股份,唐山钢铁股份有限公司,河北钢铁股份有限公司
2009-06-30,000630,铜陵有色,安徽铜都铜业股份有限公司,铜陵有色金属集团股份有限公司
2009-06-30,000027,深圳能源,深圳能源投资股份有限公司,深圳能源集团股份有限公司
2009-07-07,000529,广弘控股,广东美雅集团股份有限公司,广东广弘控股股份有限公司
2009-07-09,000961,ST中南,大连金牛股份有限公司,江苏中南建设集团股份有限公司
2009-07-16,000709,河钢股份,河北钢铁股份有限公司,唐山钢铁股份有限公司
2009-08-24,000425,徐工机械,徐州工程机械科技股份有限公司,徐工集团工程机械股份有限公司
2009-08-24,002139,拓邦股份,深圳市拓邦电子科技股份有限公司,深圳拓邦控制股份有限公司
2009-09-01,000918,*ST嘉凯,湖南亚华控股集团股份有限公司,嘉凯城集团股份有限公司
2009-09-01,002192,融捷股份,广州路翔股份有限公司,路翔股份有限公司
